ran,error_threshold,sampled_rule_rows_mean,sampling_seconds_mean,train_seconds_mean,test_seconds_mean,total_seconds_mean,accuracy_mean,accuracy_std,precision_mean,precision_std,recall_mean,recall_std
15,0.2,2234.0,24.633478546142577,0.613683032989502,0.42528414726257324,1.0389671802520752,0.6015666614444618,0.00013107630056934967,0.6720785486803927,0.0001242723692768609,0.6015165027894085,0.00013109683900564773
15,0.3,2234.0,6.645246887207032,0.595760726928711,0.4520416259765625,1.0478023529052733,0.6009713300955664,0.0009908436973737615,0.6715106782679552,0.0009464642023747697,0.6009210781576316,0.0009909989533589472
20,0.2,2979.0,24.491294145584106,0.7707969188690186,0.4768866539001465,1.247683572769165,0.6018173272755758,0.00036067254999911985,0.6723157824272649,0.0003415073001535589,0.601767207897525,0.0003607290640308139
20,0.3,2979.0,6.404662418365478,0.6767012119293213,0.48634753227233884,1.1630487442016602,0.6013473288422372,0.0003053985381422091,0.6718702526372259,0.00028996551885796386,0.6012971358198065,0.0003054463912506203
