ran,error_threshold,turn,sampled_rule_rows,sampling_seconds,train_seconds,test_seconds,total_seconds,accuracy,precision,recall
15,0.2,1,2234,7.0740578174591064,0.4720604419708252,0.5700631141662598,1.042123556137085,0.5663481121729594,0.6318585793730114,0.5662928768960949
15,0.2,2,2234,7.031264305114746,0.5147860050201416,0.45865869522094727,0.9734447002410889,0.5787247375842081,0.6460237924811065,0.5786715397864766
15,0.2,3,2234,6.03110146522522,0.4858860969543457,0.6350927352905273,1.120978832244873,0.5787247375842081,0.6460237924811065,0.5786715397864766
15,0.2,4,2234,6.24768590927124,0.5126633644104004,0.44651150703430176,0.9591748714447021,0.5669747767507441,0.6314927060384973,0.5669198851092004
15,0.2,5,2234,6.12166953086853,0.5566778182983398,0.3992478847503662,0.955925703048706,0.5680714397618675,0.6356440935816784,0.5680161308944565
15,0.3,1,2234,10.687589883804321,0.5206758975982666,0.47238945960998535,0.993065357208252,0.5657214475951747,0.6308421343386706,0.5656661632143662
15,0.3,2,2234,10.982112169265747,0.5616540908813477,0.4322376251220703,0.993891716003418,0.5658781137396208,0.6371382781354001,0.5658216266928682
15,0.3,3,2234,10.296023607254028,0.44699716567993164,0.3857154846191406,0.8327126502990723,0.5799780667397776,0.647651530128283,0.5799250162384966
15,0.3,4,2234,11.145162105560303,0.555466890335083,0.4164853096008301,0.9719521999359131,0.5665047783174056,0.6384439235226856,0.5664482912860339
15,0.3,5,2234,10.865553379058838,0.5140950679779053,0.44073033332824707,0.9548254013061523,0.5650947830173899,0.6300521410005733,0.5650394004440747
20,0.2,1,2979,12.33223032951355,0.6959733963012695,0.4850153923034668,1.1809887886047363,0.5646247845840514,0.6301517538849778,0.5645691811006677
20,0.2,2,2979,12.963160991668701,0.6419813632965088,0.5873041152954102,1.229285478591919,0.5657214475951747,0.6290300053629233,0.5656665559228689
20,0.2,3,2979,12.621180534362793,0.7481985092163086,0.47759079933166504,1.2257893085479736,0.5777847407175309,0.644966831881675,0.5777313956310394
20,0.2,4,2979,11.863088369369507,0.6469018459320068,0.4670286178588867,1.1139304637908936,0.5661914460285132,0.6300657274602232,0.5661365298234617
20,0.2,5,2979,12.318207502365112,0.7049734592437744,0.4527475833892822,1.1577210426330566,0.5571048096506345,0.6139745629602431,0.5570494514254926
20,0.3,1,2979,23.518866300582886,0.6930499076843262,0.46396613121032715,1.1570160388946533,0.566034779884067,0.6381153495981076,0.5659781701197525
20,0.3,2,2979,24.50413703918457,0.7151193618774414,0.4142944812774658,1.1294138431549072,0.5657214475951747,0.6364269148630208,0.565665034177421
20,0.3,3,2979,24.973632097244263,0.7074072360992432,0.46567583084106445,1.1730830669403076,0.5655647814507285,0.6299582075157135,0.5655096197874819
20,0.3,4,2979,26.643986463546753,0.7716453075408936,0.48015332221984863,1.2517986297607422,0.5652514491618361,0.6309458737323246,0.5651959438709592
20,0.3,5,2979,26.286569356918335,0.7053074836730957,0.5152254104614258,1.2205328941345215,0.5641547861507128,0.6286285819884583,0.5640993053772004
