0,1,2,3,4
-0.34093607828807443,-0.1516504678414947,0.0009157394350892302,0.15360280930702272,0.4096244946708144
-0.42728109813011256,-0.18368312382242327,-0.00429206903308433,0.14129545577174468,0.3612510377509759
-0.45592649416853104,-0.2069224646604941,0.010032328339106346,0.22970444738311133,0.47810459769597946
-0.4003327900872536,-0.17672064342894062,-0.005578862874520565,0.14849443608918875,0.3939267225451111
-0.2468968862852787,-0.09717543999267632,-0.001394407803946558,0.2775284335922676,0.0955120238372206
-0.5502186395319709,-0.3167415338833433,-0.044000987167398274,0.21302592413350724,0.5167324004318365
-0.56014009800181,-0.3103928725242447,0.007151812974196318,0.32485458069355794,0.5912050779342212
-0.6144129223385087,-0.33420835881870453,-0.0075541477957841744,0.2928739686745236,0.5659651468983513
-0.5201738562768432,-0.25034078677008026,0.004800262867457818,0.26297369590871483,0.5242585569592354
-0.529437010285245,-0.2614877967738322,-0.007188891013500848,0.249460015685503,0.5192435616445901
-0.5240462873944569,-0.2448048557788468,0.0018118387303163452,0.3195030800296095,0.5636425131002404
-0.5138163174596738,-0.2547314786054103,0.039371290103205954,0.3869715899690833,0.5799167777051022
-0.6125275475696706,-0.4090887236817121,-0.07039385848278193,0.4190779712360714,0.6054901554964696
-0.6061149029372369,-0.23201111136831787,0.12322748123730647,0.420988494407842,0.6762094346410058
-0.4332271313315884,-0.17941203405614542,0.02139820530840875,0.25292764564681175,0.46626060434318384
2.4308653429145085e-63,1.0,,,
