0,1,2
15.275963762314992,15.275963762314992,15.275963762314992
6.428596154853375,6.428596154853375,6.428596154853375
10.506178249055353,10.506178249055353,10.506178249055353
7.239131801140872,7.239131801140872,7.239131801140872
4.971898551400069,4.971898551400069,4.971898551400069
4.989341534020065,4.989341534020065,4.989341534020065
6.82400659664041,6.82400659664041,6.82400659664041
4.730324569830561,4.730324569830561,4.730324569830561
6.907776127122045,6.907776127122045,6.907776127122045
4.669841754482527,4.669841754482527,4.669841754482527
4.525464128092977,4.525464128092977,4.525464128092977
2.5596007014181863,2.5596007014181863,2.5596007014181863
2.345446018983477,2.345446018983477,2.345446018983477
3.023270367952232,3.023270367952232,3.023270367952232
4.605176230623029,4.605176230623029,4.605176230623029
3.771920536060881,3.771920536060881,3.771920536060881
